Id,TableInfoId,ColumnName,BusinessMeaning,BusinessContext,DataExamples,ValidationRules,IsKeyColumn,IsActive,CreatedDate,UpdatedDate,CreatedBy,UpdatedBy,NaturalLanguageAliases,ValueExamples,DataLineage,CalculationRules,SemanticTags,BusinessDataType,ConstraintsAndRules,DataQualityScore,UsageFrequency,PreferredAggregation,RelatedBusinessTerms,IsSensitiveData,IsCalculatedField,SemanticContext,ConceptualRelationships,DomainSpecificTerms,QueryIntentMapping,BusinessQuestionTypes,SemanticSynonyms,AnalyticalContext,BusinessMetrics,SemanticRelevanceScore,LLMPromptHints,VectorSearchTags,BusinessPurpose,BusinessFriendlyName,NaturalLanguageDescription,BusinessRules,RelationshipContext,DataGovernanceLevel,LastBusinessReview,ImportanceScore
1708,222,AdministrativeFee,Business data field for AdministrativeFee in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8058185,2025-07-02 06:15:53.2677554,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""AdministrativeFee""]",[],"Source: DailyActions.AdministrativeFee, Type: money",Direct data entry from source systems,[],Integer,,0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,AdministrativeFee,Business data field for tbl_Daily_actions providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.2677549,0.60
1709,222,AdministrativeFeeReturn,Business data field for AdministrativeFeeReturn in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8062097,2025-07-02 06:15:53.2681499,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""AdministrativeFeeReturn""]",[],"Source: DailyActions.AdministrativeFeeReturn, Type: money",Direct data entry from source systems,[],Integer,,0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,AdministrativeFeeReturn,Business data field for tbl_Daily_actions providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.2681494,0.60
1710,222,BetsReal,Total bets amount for real vertical,"Essential for GGR/NGR calculations, game performance analysis, and regulatory reporting",Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8065486,2025-07-02 06:15:53.2685003,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""BetsReal""]","[""5420.00"",""3200.50"",""8900.25"",""1200.00""]","Source: DailyActions.BetsReal, Type: money",Direct data entry from source systems,"[""gaming"",""wagering"",""revenue""]",Money,Must be >= 0,0.8000,0.9000,SUM,"[""GGR"",""NGR"",""RTP"",""House Edge""]",0,0,Gaming activity metric essential for GGR/NGR calculations and game performance,"[""Links to game catalog"",""Relates to player sessions"",""Connects to RTP calculations"",""Foundation for handle analysis"",""Game performance metrics""]","[""Stake"",""Wager"",""Handle"",""Volume""]","[""gaming volume"",""activity analysis"",""GGR calculation"",""handle reports""]","[""What is the gaming volume?"",""How active are players?"",""Which games generate most bets?"",""What are betting patterns?""]","[""Wager"",""Stake"",""Play"",""Gamble"",""Gaming_Activity"",""Wagering"",""Bets_Placed"",""Gaming_Volume"",""Handle""]","Volume metric for gaming activity analysis, typically summed for total handle","[""Total Handle"",""Average Bet"",""Bet Count"",""GGR"",""Gaming Volume""]",0.90,"[""Use for GGR calculations"",""Essential for gaming analysis"",""Key for volume metrics"",""Handle calculation component"",""Game performance indicator""]","[""bets"",""wagering"",""gaming"",""volume"",""handle"",""activity"",""gambling"",""stakes"",""wagers"",""gaming_activity"",""play""]","Measures gaming activity volume for GGR calculations, game performance analysis, and operational insights",gaming Bets,"Gaming activity metric tracking betting volume for gaming games, essential for GGR calculations and game performance analysis.","[""Must be non-negative value (\u003E= 0)"",""Subject to anti-money laundering monitoring thresholds"",""Required for GGR/NGR regulatory calculations"",""Must comply with responsible gambling limits""]","{""type"":""Gaming Activity Metric"",""relationships"":[""Contributes to handle calculations"",""Links to game performance analysis"",""Relates to player engagement metrics""],""business_impact"":""Primary gaming volume metric for operational analysis""}",Confidential,2025-07-02 06:15:53.2684999,0.85
1711,222,BetsBonus,Total bets amount for bonus vertical,"Essential for GGR/NGR calculations, game performance analysis, and regulatory reporting",Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8069563,2025-07-02 06:15:53.2688428,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""BetsBonus""]","[""5420.00"",""3200.50"",""8900.25"",""1200.00""]","Source: DailyActions.BetsBonus, Type: money",Direct data entry from source systems,"[""gaming"",""wagering"",""revenue""]",Money,Must be >= 0,0.8000,0.9000,SUM,"[""GGR"",""NGR"",""RTP"",""House Edge""]",0,0,Gaming activity metric essential for GGR/NGR calculations and game performance,"[""Links to game catalog"",""Relates to player sessions"",""Connects to RTP calculations"",""Foundation for handle analysis"",""Game performance metrics""]","[""Stake"",""Wager"",""Handle"",""Volume""]","[""gaming volume"",""activity analysis"",""GGR calculation"",""handle reports""]","[""What is the gaming volume?"",""How active are players?"",""Which games generate most bets?"",""What are betting patterns?""]","[""Wager"",""Stake"",""Play"",""Gamble"",""Gaming_Activity"",""Wagering"",""Bets_Placed"",""Gaming_Volume"",""Handle""]","Volume metric for gaming activity analysis, typically summed for total handle","[""Total Handle"",""Average Bet"",""Bet Count"",""GGR"",""Gaming Volume""]",0.90,"[""Use for GGR calculations"",""Essential for gaming analysis"",""Key for volume metrics"",""Handle calculation component"",""Game performance indicator""]","[""bets"",""wagering"",""gaming"",""volume"",""handle"",""activity"",""gambling"",""stakes"",""wagers"",""gaming_activity"",""play""]","Measures gaming activity volume for GGR calculations, game performance analysis, and operational insights",gaming Bets,"Gaming activity metric tracking betting volume for gaming games, essential for GGR calculations and game performance analysis.","[""Must be non-negative value (\u003E= 0)"",""Subject to anti-money laundering monitoring thresholds"",""Required for GGR/NGR regulatory calculations"",""Must comply with responsible gambling limits""]","{""type"":""Gaming Activity Metric"",""relationships"":[""Contributes to handle calculations"",""Links to game performance analysis"",""Relates to player engagement metrics""],""business_impact"":""Primary gaming volume metric for operational analysis""}",Confidential,2025-07-02 06:15:53.2688424,0.85
1712,222,RefundsReal,Business data field for RefundsReal in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8073333,2025-07-02 06:15:53.2691567,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""RefundsReal""]",[],"Source: DailyActions.RefundsReal, Type: money",Direct data entry from source systems,[],Integer,,0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,RefundsReal,Business data field for tbl_Daily_actions providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.2691562,0.60
1713,222,RefundsBonus,Business data field for RefundsBonus in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8077938,2025-07-02 06:15:53.2695011,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""RefundsBonus""]",[],"Source: DailyActions.RefundsBonus, Type: money",Direct data entry from source systems,[],Integer,,0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,RefundsBonus,Business data field for tbl_Daily_actions providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.2695006,0.60
1714,222,WinsReal,Total wins amount for real vertical,"Essential for GGR/NGR calculations, game performance analysis, and regulatory reporting",Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8081770,2025-07-02 06:15:53.2698499,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""WinsReal""]","[""4800.00"",""2950.25"",""7200.50"",""1050.75""]","Source: DailyActions.WinsReal, Type: money",Direct data entry from source systems,"[""gaming"",""wagering"",""revenue""]",Money,,0.8000,0.9000,SUM,"[""GGR"",""NGR"",""RTP"",""House Edge""]",0,0,Gaming activity metric essential for GGR/NGR calculations and game performance,"[""Relates to game outcomes"",""Links to RTP monitoring"",""Connects to payout analysis"",""Foundation for profitability"",""Player experience metrics""]","[""Payout"",""Return"",""Prize"",""Winnings""]","[""payout analysis"",""RTP monitoring"",""win rate analysis"",""game performance""]","[""How much did players win?"",""What is the win rate?"",""Which games pay out most?"",""What is the RTP performance?""]","[""Payout"",""Prize"",""Return"",""Winnings"",""Player_Wins"",""Game_Payouts"",""Winning_Amount"",""Prize_Money""]",Standard analytical dimension or measure for business intelligence,"[""Total Payouts"",""Win Rate"",""RTP"",""Payout Percentage"",""Player Returns""]",0.90,"[""Use for RTP calculations"",""Essential for payout analysis"",""Key for profitability metrics"",""Game outcome tracking"",""Player return measurement""]","[""wins"",""payouts"",""winnings"",""returns"",""prizes"",""rtp"",""player_wins"",""game_outcomes"",""profitability""]","Tracks player payouts for RTP monitoring, game profitability analysis, and regulatory compliance",gaming Wins,"Payout metric representing player winnings for gaming games, used for RTP monitoring and game profitability analysis.","[""Must be non-negative value (\u003E= 0)"",""Subject to anti-money laundering monitoring thresholds"",""Required for GGR/NGR regulatory calculations""]",{},Confidential,2025-07-02 06:15:53.2698492,0.70
1715,222,WinsBonus,Total wins amount for bonus vertical,"Essential for GGR/NGR calculations, game performance analysis, and regulatory reporting",Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8085484,2025-07-02 06:15:53.2703074,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""WinsBonus""]","[""4800.00"",""2950.25"",""7200.50"",""1050.75""]","Source: DailyActions.WinsBonus, Type: money",Direct data entry from source systems,"[""gaming"",""wagering"",""revenue""]",Money,,0.8000,0.9000,SUM,"[""GGR"",""NGR"",""RTP"",""House Edge""]",0,0,Gaming activity metric essential for GGR/NGR calculations and game performance,"[""Relates to game outcomes"",""Links to RTP monitoring"",""Connects to payout analysis"",""Foundation for profitability"",""Player experience metrics""]","[""Payout"",""Return"",""Prize"",""Winnings""]","[""payout analysis"",""RTP monitoring"",""win rate analysis"",""game performance""]","[""How much did players win?"",""What is the win rate?"",""Which games pay out most?"",""What is the RTP performance?""]","[""Payout"",""Prize"",""Return"",""Winnings"",""Player_Wins"",""Game_Payouts"",""Winning_Amount"",""Prize_Money""]",Standard analytical dimension or measure for business intelligence,"[""Total Payouts"",""Win Rate"",""RTP"",""Payout Percentage"",""Player Returns""]",0.90,"[""Use for RTP calculations"",""Essential for payout analysis"",""Key for profitability metrics"",""Game outcome tracking"",""Player return measurement""]","[""wins"",""payouts"",""winnings"",""returns"",""prizes"",""rtp"",""player_wins"",""game_outcomes"",""profitability""]","Tracks player payouts for RTP monitoring, game profitability analysis, and regulatory compliance",gaming Wins,"Payout metric representing player winnings for gaming games, used for RTP monitoring and game profitability analysis.","[""Must be non-negative value (\u003E= 0)"",""Subject to anti-money laundering monitoring thresholds"",""Required for GGR/NGR regulatory calculations""]",{},Confidential,2025-07-02 06:15:53.2703067,0.70
1716,222,BonusConverted,Business data field for BonusConverted in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8089146,2025-07-02 06:15:53.2707000,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""BonusConverted""]",[],"Source: DailyActions.BonusConverted, Type: money",Direct data entry from source systems,[],Integer,,0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,BonusConverted,Business data field for tbl_Daily_actions providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.2706995,0.60
1717,222,DepositsFee,Business data field for DepositsFee in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8093207,2025-07-02 06:15:53.2711416,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""DepositsFee""]","[""1250.50"",""890.00"",""2100.75"",""450.25""]","Source: DailyActions.DepositsFee, Type: money",Direct data entry from source systems,"[""financial"",""revenue"",""transaction""]",Money,Must be >= 0,0.8000,0.9000,SUM,"[""GGR"",""NGR"",""Revenue"",""Player Spending""]",0,0,Financial metric representing player spending and revenue generation,"[""Relates to player transactions"",""Links to payment methods"",""Connects to GGR calculations"",""Foundation for LTV analysis"",""Revenue attribution""]","[""GGR"",""NGR"",""Revenue"",""Turnover""]","[""revenue analysis"",""player spending"",""financial reports"",""deposit trends""]","[""How much revenue was generated?"",""What are player spending patterns?"",""Which deposit methods are most popular?"",""What are the deposit trends?""]","[""Revenue"",""Income"",""Money_In"",""Funding"",""Player_Spending"",""Financial_Inflow"",""Deposits"",""Payment"",""Cash_In""]","Key financial metric for revenue analysis, aggregated by SUM for totals","[""Total Revenue"",""Average Deposit"",""Deposit Count"",""Revenue Growth"",""Deposit Frequency""]",0.90,"[""Use for revenue calculations"",""Essential for financial analysis"",""Key for player spending analysis"",""Critical for GGR computation"",""Foundation for LTV calculations""]","[""deposits"",""revenue"",""financial"",""inflow"",""player_spending"",""daily"",""gambling"",""money"",""payment"",""funding"",""cash_in"",""ggr""]","Tracks player financial activity for revenue analysis, compliance monitoring, and business intelligence",Deposit Amount,"Financial metric representing deposit activity in the gambling platform, critical for revenue analysis and player spending behavior assessment.","[""Must be non-negative value (\u003E= 0)"",""Subject to anti-money laundering monitoring thresholds"",""Required for GGR/NGR regulatory calculations""]","{""type"":""Financial Metric"",""relationships"":[""Contributes to GGR calculations"",""Links to player lifecycle analysis"",""Relates to LTV calculations""],""business_impact"":""Core revenue metric affecting all financial KPIs""}",Confidential,2025-07-02 06:15:53.2711413,0.90
1718,222,DepositsSport,Business data field for DepositsSport in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8096622,2025-07-02 06:15:53.2715992,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""DepositsSport""]","[""1250.50"",""890.00"",""2100.75"",""450.25""]","Source: DailyActions.DepositsSport, Type: money",Direct data entry from source systems,"[""financial"",""revenue"",""transaction""]",Money,Must be >= 0,0.8000,0.9000,SUM,"[""GGR"",""NGR"",""Revenue"",""Player Spending""]",0,0,Financial metric representing player spending and revenue generation,"[""Relates to player transactions"",""Links to payment methods"",""Connects to GGR calculations"",""Foundation for LTV analysis"",""Revenue attribution""]","[""GGR"",""NGR"",""Revenue"",""Turnover""]","[""revenue analysis"",""player spending"",""financial reports"",""deposit trends""]","[""How much revenue was generated?"",""What are player spending patterns?"",""Which deposit methods are most popular?"",""What are the deposit trends?""]","[""Revenue"",""Income"",""Money_In"",""Funding"",""Player_Spending"",""Financial_Inflow"",""Deposits"",""Payment"",""Cash_In""]","Key financial metric for revenue analysis, aggregated by SUM for totals","[""Total Revenue"",""Average Deposit"",""Deposit Count"",""Revenue Growth"",""Deposit Frequency""]",0.90,"[""Use for revenue calculations"",""Essential for financial analysis"",""Key for player spending analysis"",""Critical for GGR computation"",""Foundation for LTV calculations""]","[""deposits"",""revenue"",""financial"",""inflow"",""player_spending"",""daily"",""gambling"",""money"",""payment"",""funding"",""cash_in"",""ggr""]","Tracks player financial activity for revenue analysis, compliance monitoring, and business intelligence",Deposit Amount,"Financial metric representing deposit activity in the gambling platform, critical for revenue analysis and player spending behavior assessment.","[""Must be non-negative value (\u003E= 0)"",""Subject to anti-money laundering monitoring thresholds"",""Required for GGR/NGR regulatory calculations""]","{""type"":""Financial Metric"",""relationships"":[""Contributes to GGR calculations"",""Links to player lifecycle analysis"",""Relates to LTV calculations""],""business_impact"":""Core revenue metric affecting all financial KPIs""}",Confidential,2025-07-02 06:15:53.2715988,0.90
1719,222,BetsSport,Total bets amount for sport vertical,"Essential for GGR/NGR calculations, game performance analysis, and regulatory reporting","0.00, 10.00, 50.25, 200.00, 1000.75",Standard data validation applies,0,1,2025-07-02 06:15:50.8100001,2025-07-02 06:15:53.2721092,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""BetsSport""]","[""5420.00"",""3200.50"",""8900.25"",""1200.00""]","Source: DailyActions.BetsSport, Type: money",Direct data entry from source systems,"[""gaming"",""wagering"",""revenue""]",Money,Must be >= 0,0.8000,0.9000,SUM,"[""GGR"",""NGR"",""RTP"",""House Edge""]",0,0,Gaming activity metric essential for GGR/NGR calculations and game performance,"[""Links to game catalog"",""Relates to player sessions"",""Connects to RTP calculations"",""Foundation for handle analysis"",""Game performance metrics""]","[""Stake"",""Wager"",""Handle"",""Volume""]","[""gaming volume"",""activity analysis"",""GGR calculation"",""handle reports""]","[""What is the gaming volume?"",""How active are players?"",""Which games generate most bets?"",""What are betting patterns?""]","[""Wager"",""Stake"",""Play"",""Gamble"",""Gaming_Activity"",""Wagering"",""Bets_Placed"",""Gaming_Volume"",""Handle""]","Volume metric for gaming activity analysis, typically summed for total handle","[""Total Handle"",""Average Bet"",""Bet Count"",""GGR"",""Gaming Volume""]",0.90,"[""Use for GGR calculations"",""Essential for gaming analysis"",""Key for volume metrics"",""Handle calculation component"",""Game performance indicator""]","[""bets"",""wagering"",""gaming"",""volume"",""handle"",""activity"",""gambling"",""stakes"",""wagers"",""gaming_activity"",""play""]","Measures gaming activity volume for GGR calculations, game performance analysis, and operational insights",sports betting Bets,"Gaming activity metric tracking betting volume for sports betting games, essential for GGR calculations and game performance analysis.","[""Must be non-negative value (\u003E= 0)"",""Subject to anti-money laundering monitoring thresholds"",""Required for GGR/NGR regulatory calculations"",""Must comply with responsible gambling limits""]","{""type"":""Gaming Activity Metric"",""relationships"":[""Contributes to handle calculations"",""Links to game performance analysis"",""Relates to player engagement metrics""],""business_impact"":""Primary gaming volume metric for operational analysis""}",Confidential,2025-07-02 06:15:53.2721087,0.85
1720,222,RefundsSport,Business data field for RefundsSport in daily activity tracking,Provides essential business context for gambling operations and analytics,Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8103115,2025-07-02 06:15:53.2725079,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""RefundsSport""]",[],"Source: DailyActions.RefundsSport, Type: money",Direct data entry from source systems,[],Integer,,0.8000,0.6000,COUNT,"[""Business Intelligence"",""Data Analytics"",""Gambling Operations"",""Performance Metrics""]",0,0,Business data element supporting gambling operations and analytics,"[""Part of business data model"",""Relates to operational processes"",""Connects to analytical framework"",""Foundation for reporting"",""Supports decision making""]","[""Business Data"",""Operational Metric"",""Gambling Platform"",""Data Analytics""]","[""business analysis"",""operational reporting"",""data exploration"",""performance monitoring""]","[""What is the data distribution?"",""How does this metric perform?"",""What are the trends?"",""Which segments perform best?""]","[""Data_Field"",""Business_Metric"",""Operational_Data"",""Analytics_Field"",""Database_Column""]",Standard analytical dimension or measure for business intelligence,"[""Business Performance"",""Operational Metrics"",""Data Analysis"",""Performance Indicators""]",0.50,"[""Use in business analysis"",""Include in reporting queries"",""Consider for aggregation"",""Relevant for gambling operations""]","[""business_data"",""operational"",""analytics"",""gambling"",""daily_metrics"",""database_field""]",Provides essential business data for gambling operations analysis and decision-making,RefundsSport,Business data field for tbl_Daily_actions providing essential information for gambling operations analysis and decision-making.,[],{},Internal,2025-07-02 06:15:53.2725073,0.60
1721,222,WinsSport,Total wins amount for sport vertical,"Essential for GGR/NGR calculations, game performance analysis, and regulatory reporting","0.00, 5.50, 45.75, 180.25, 950.00",Standard data validation applies,0,1,2025-07-02 06:15:50.8106086,2025-07-02 06:15:53.2728858,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""WinsSport""]","[""4800.00"",""2950.25"",""7200.50"",""1050.75""]","Source: DailyActions.WinsSport, Type: money",Direct data entry from source systems,"[""gaming"",""wagering"",""revenue""]",Money,,0.8000,0.9000,SUM,"[""GGR"",""NGR"",""RTP"",""House Edge""]",0,0,Gaming activity metric essential for GGR/NGR calculations and game performance,"[""Relates to game outcomes"",""Links to RTP monitoring"",""Connects to payout analysis"",""Foundation for profitability"",""Player experience metrics""]","[""Payout"",""Return"",""Prize"",""Winnings""]","[""payout analysis"",""RTP monitoring"",""win rate analysis"",""game performance""]","[""How much did players win?"",""What is the win rate?"",""Which games pay out most?"",""What is the RTP performance?""]","[""Payout"",""Prize"",""Return"",""Winnings"",""Player_Wins"",""Game_Payouts"",""Winning_Amount"",""Prize_Money""]",Standard analytical dimension or measure for business intelligence,"[""Total Payouts"",""Win Rate"",""RTP"",""Payout Percentage"",""Player Returns""]",0.90,"[""Use for RTP calculations"",""Essential for payout analysis"",""Key for profitability metrics"",""Game outcome tracking"",""Player return measurement""]","[""wins"",""payouts"",""winnings"",""returns"",""prizes"",""rtp"",""player_wins"",""game_outcomes"",""profitability""]","Tracks player payouts for RTP monitoring, game profitability analysis, and regulatory compliance",sports betting Wins,"Payout metric representing player winnings for sports betting games, used for RTP monitoring and game profitability analysis.","[""Must be non-negative value (\u003E= 0)"",""Subject to anti-money laundering monitoring thresholds"",""Required for GGR/NGR regulatory calculations""]",{},Confidential,2025-07-02 06:15:53.2728853,0.70
1722,222,BetsSportReal,Total bets amount for sportreal vertical,"Essential for GGR/NGR calculations, game performance analysis, and regulatory reporting",Sample data values,Standard data validation applies,0,1,2025-07-02 06:15:50.8108991,2025-07-02 06:15:53.2732252,Comprehensive Metadata Generator,Comprehensive Metadata Generator,"[""BetsSportReal""]","[""5420.00"",""3200.50"",""8900.25"",""1200.00""]","Source: DailyActions.BetsSportReal, Type: money",Direct data entry from source systems,"[""gaming"",""wagering"",""revenue""]",Money,Must be >= 0,0.8000,0.9000,SUM,"[""GGR"",""NGR"",""RTP"",""House Edge""]",0,0,Gaming activity metric essential for GGR/NGR calculations and game performance,"[""Links to game catalog"",""Relates to player sessions"",""Connects to RTP calculations"",""Foundation for handle analysis"",""Game performance metrics""]","[""Stake"",""Wager"",""Handle"",""Volume""]","[""gaming volume"",""activity analysis"",""GGR calculation"",""handle reports""]","[""What is the gaming volume?"",""How active are players?"",""Which games generate most bets?"",""What are betting patterns?""]","[""Wager"",""Stake"",""Play"",""Gamble"",""Gaming_Activity"",""Wagering"",""Bets_Placed"",""Gaming_Volume"",""Handle""]","Volume metric for gaming activity analysis, typically summed for total handle","[""Total Handle"",""Average Bet"",""Bet Count"",""GGR"",""Gaming Volume""]",0.90,"[""Use for GGR calculations"",""Essential for gaming analysis"",""Key for volume metrics"",""Handle calculation component"",""Game performance indicator""]","[""bets"",""wagering"",""gaming"",""volume"",""handle"",""activity"",""gambling"",""stakes"",""wagers"",""gaming_activity"",""play""]","Measures gaming activity volume for GGR calculations, game performance analysis, and operational insights",sports betting Bets,"Gaming activity metric tracking betting volume for sports betting games, essential for GGR calculations and game performance analysis.","[""Must be non-negative value (\u003E= 0)"",""Subject to anti-money laundering monitoring thresholds"",""Required for GGR/NGR regulatory calculations"",""Must comply with responsible gambling limits""]","{""type"":""Gaming Activity Metric"",""relationships"":[""Contributes to handle calculations"",""Links to game performance analysis"",""Relates to player engagement metrics""],""business_impact"":""Primary gaming volume metric for operational analysis""}",Confidential,2025-07-02 06:15:53.2732249,0.85
